Sample Time,xECG,ivECG,Error,Error Description,User State,User CM Marker,xECG_filtered,ivECG_filtered
7.6,7.114560,-68.052000,NA,NA,,NA,-0.094703,-0.131760
7.604,7.098096,-68.367456,NA,NA,,NA,-0.089835,-0.122504
7.608,7.140480,-68.134848,NA,NA,,NA,-0.086848,-0.120195
7.612,7.150464,-67.789392,NA,NA,,NA,-0.087195,-0.119966
7.616,7.080624,-68.009376,NA,NA,,NA,-0.090915,-0.123040
7.62,7.064736,-68.393088,NA,NA,,NA,-0.096726,-0.137638
7.624,7.111344,-68.215776,NA,NA,,NA,-0.102583,-0.155583
7.628,7.138752,-67.810320,NA,NA,,NA,-0.106650,-0.157754
7.632,7.088736,-67.928160,NA,NA,,NA,-0.108160,-0.145245
7.636,7.036944,-68.349984,NA,NA,,NA,-0.107524,-0.136427
7.64,7.114224,-68.239776,NA,NA,,NA,-0.105772,-0.136814
7.644,7.153536,-67.833792,NA,NA,,NA,-0.103902,-0.138234
7.648,7.097328,-67.878432,NA,NA,,NA,-0.102597,-0.138331
7.652,7.040688,-68.299536,NA,NA,,NA,-0.102286,-0.138189
7.656,7.088304,-68.298096,NA,NA,,NA,-0.103206,-0.134363
7.66,7.112736,-67.919088,NA,NA,,NA,-0.105224,-0.129747
7.664,7.081296,-67.854624,NA,NA,,NA,-0.107649,-0.134662
7.668,7.023504,-68.246592,NA,NA,,NA,-0.109489,-0.147178
7.672,7.055664,-68.341344,NA,NA,,NA,-0.110070,-0.152954
7.676,7.093680,-67.986192,NA,NA,,NA,-0.109527,-0.148681
7.68,7.063440,-67.844592,NA,NA,,NA,-0.108740,-0.135238
7.684,7.006896,-68.182416,NA,NA,,NA,-0.108777,-0.135656
7.688,7.027056,-68.369808,NA,NA,,NA,-0.109730,-0.136777
7.692,7.072032,-68.080896,NA,NA,,NA,-0.110702,-0.141047
7.696,7.076784,-67.816656,NA,NA,,NA,-0.110437,-0.148960
7.7,7.020672,-68.088672,NA,NA,,NA,-0.108434,-0.150579
7.704,7.002384,-68.369088,NA,NA,,NA,-0.105600,-0.139652
7.708,7.047360,-68.144592,NA,NA,,NA,-0.103666,-0.126804
7.712,7.049424,-67.846416,NA,NA,,NA,-0.103797,-0.126465
7.716,7.009392,-68.050176,NA,NA,,NA,-0.105691,-0.137512
7.72,6.979584,-68.401824,NA,NA,,NA,-0.107795,-0.145753
7.724,7.038960,-68.227776,NA,NA,,NA,-0.108217,-0.142664
7.728,7.066944,-67.868496,NA,NA,,NA,-0.105542,-0.134775
7.732,7.001856,-67.992336,NA,NA,,NA,-0.098952,-0.131147
7.736,6.962640,-68.378640,NA,NA,,NA,-0.087850,-0.126499
7.74,7.019712,-68.279712,NA,NA,,NA,-0.071872,-0.107613
7.744,7.069632,-67.873344,NA,NA,,NA,-0.051767,-0.075385
7.748,7.052880,-67.887696,NA,NA,,NA,-0.030201,-0.045515
7.752,7.032864,-68.251056,NA,NA,,NA,-0.011319,-0.026137
7.756,7.100352,-68.230416,NA,NA,,NA,0.001180,-0.011842
7.76,7.138464,-67.845120,NA,NA,,NA,0.006347,-0.001173
7.764,7.117440,-67.777584,NA,NA,,NA,0.006884,-0.000714
7.768,7.061376,-68.155104,NA,NA,,NA,0.007649,-0.008078
7.772,7.085808,-68.265408,NA,NA,,NA,0.012654,-0.007636
7.776,7.140480,-67.913136,NA,NA,,NA,0.021785,0.030916
7.78,7.143408,-67.714848,NA,NA,,NA,0.032445,0.063441
7.784,7.095360,-68.039712,NA,NA,,NA,0.038437,0.087695
7.788,7.152336,-68.219712,NA,NA,,NA,0.034992,0.084060
7.792,7.171776,-67.957632,NA,NA,,NA,0.020631,0.052670
7.796,7.106976,-67.744368,NA,NA,,NA,-0.002606,0.015293
7.8,7.007136,-68.066400,NA,NA,,NA,-0.030707,-0.011621
7.804,7.009056,-68.360160,NA,NA,,NA,-0.059734,-0.036713
7.808,7.043280,-68.152512,NA,NA,,NA,-0.087026,-0.071034
7.812,7.042944,-67.818240,NA,NA,,NA,-0.111350,-0.102320
7.816,6.935856,-68.084016,NA,NA,,NA,-0.132483,-0.115095
7.82,6.884544,-68.486544,NA,NA,,NA,-0.150516,-0.119048
7.824,6.926400,-68.305632,NA,NA,,NA,-0.165187,-0.132368
7.828,6.950688,-67.920720,NA,NA,,NA,-0.175714,-0.152328
7.832,6.894336,-68.066016,NA,NA,,NA,-0.181288,-0.163713
7.836,6.866112,-68.462016,NA,NA,,NA,-0.182000,-0.162223
7.84,6.890016,-68.376096,NA,NA,,NA,-0.179816,-0.153742
7.844,6.914544,-67.984800,NA,NA,,NA,-0.179043,-0.143122
7.848,6.852672,-68.041632,NA,NA,,NA,-0.185533,-0.135083
7.852,6.800448,-68.455728,NA,NA,,NA,-0.203791,-0.138817
7.856,6.878400,-68.414016,NA,NA,,NA,-0.232218,-0.165847
7.86,6.892944,-68.056560,NA,NA,,NA,-0.258595,-0.221119
7.864,6.767616,-68.104560,NA,NA,,NA,-0.259134,-0.286296
7.868,6.635424,-68.564496,NA,NA,,NA,-0.203841,-0.307878
7.872,6.741552,-68.569056,NA,NA,,NA,-0.062543,-0.206857
7.876,6.990000,-68.012256,NA,NA,,NA,0.160054,0.046038
7.88,7.255536,-67.578624,NA,NA,,NA,0.448441,0.434413
7.884,7.609344,-67.516704,NA,NA,,NA,0.756552,0.869324
7.888,8.064000,-67.259280,NA,NA,,NA,1.024713,1.235235
7.892,8.389920,-66.667104,NA,NA,,NA,1.197347,1.448693
7.896,8.479440,-66.358224,NA,NA,,NA,1.239582,1.484540
7.9,8.405136,-66.670512,NA,NA,,NA,1.147274,1.350507
7.904,8.172192,-67.180368,NA,NA,,NA,0.947568,1.063987
7.908,7.918992,-67.230192,NA,NA,,NA,0.689561,0.677661
7.912,7.497744,-67.336896,NA,NA,,NA,0.428141,0.302234
7.916,7.085232,-67.902144,NA,NA,,NA,0.206945,0.052059
7.92,6.948240,-68.356800,NA,NA,,NA,0.047313,-0.044820
7.924,6.961584,-68.221968,NA,NA,,NA,-0.052080,-0.058181
7.928,6.979584,-67.859712,NA,NA,,NA,-0.106547,-0.071421
7.932,6.897120,-68.015568,NA,NA,,NA,-0.134163,-0.106162
7.936,6.842640,-68.424096,NA,NA,,NA,-0.148245,-0.134778
7.94,6.864096,-68.345328,NA,NA,,NA,-0.155902,-0.140693
7.944,6.879360,-67.973616,NA,NA,,NA,-0.160483,-0.139506
7.948,6.813936,-68.038704,NA,NA,,NA,-0.164084,-0.146369
7.952,6.766992,-68.437200,NA,NA,,NA,-0.168297,-0.153357
7.956,6.787344,-68.435472,NA,NA,,NA,-0.173793,-0.151383
7.96,6.816624,-68.075184,NA,NA,,NA,-0.179936,-0.149693
7.964,6.786576,-68.006736,NA,NA,,NA,-0.185113,-0.156327
7.968,6.717168,-68.408928,NA,NA,,NA,-0.190632,-0.189330
7.972,6.752544,-68.491632,NA,NA,,NA,-0.189403,-0.185413
7.976,6.804336,-68.130672,NA,NA,,NA,-0.184874,-0.179448
7.98,6.793248,-67.961712,NA,NA,,NA,-0.178520,-0.175787
7.984,6.715680,-68.323728,NA,NA,,NA,-0.172312,-0.167978
7.988,6.740832,-68.519472,NA,NA,,NA,-0.167709,-0.159128
7.992,6.812640,-68.191680,NA,NA,,NA,-0.164873,-0.162605
7.996,6.804144,-67.917072,NA,NA,,NA,-0.162684,-0.175375
8.0,6.731808,-68.235264,NA,NA,,NA,-0.159573,-0.177209
8.004,6.736656,-68.517648,NA,NA,,NA,-0.154625,-0.160091
8.008,6.787104,-68.260416,NA,NA,,NA,-0.148097,-0.137125
8.012,6.806688,-67.915632,NA,NA,,NA,-0.140931,-0.124662
8.016,6.761040,-68.139120,NA,NA,,NA,-0.133906,-0.129359
8.02,6.748608,-68.487408,NA,NA,,NA,-0.127048,-0.142605
8.024,6.797328,-68.305248,NA,NA,,NA,-0.119643,-0.142118
8.028,6.838128,-67.892976,NA,NA,,NA,-0.110848,-0.117486
8.032,6.787440,-68.032176,NA,NA,,NA,-0.100166,-0.091400
8.036,6.750000,-68.443632,NA,NA,,NA,-0.087320,-0.088694
8.04,6.822192,-68.312736,NA,NA,,NA,-0.072050,-0.093914
8.044,6.847152,-67.897968,NA,NA,,NA,-0.054199,-0.075089
8.048,6.795504,-67.963344,NA,NA,,NA,-0.033862,-0.037570
8.052,6.781296,-68.359728,NA,NA,,NA,-0.011332,-0.012865
8.056,6.857184,-68.306688,NA,NA,,NA,0.013229,-0.004131
8.06,6.921216,-67.887264,NA,NA,,NA,0.039930,0.015134
8.064,6.896688,-67.820784,NA,NA,,NA,0.070656,0.065801
8.068,6.859248,-68.191968,NA,NA,,NA,0.101272,0.105686
8.072,6.940512,-68.236224,NA,NA,,NA,0.133101,0.133881
8.076,7.007424,-67.867056,NA,NA,,NA,0.165401,0.155202
8.08,7.004832,-67.686672,NA,NA,,NA,0.197337,0.179992
8.084,6.977760,-68.009472,NA,NA,,NA,0.227417,0.212134
8.088,7.013040,-68.159232,NA,NA,,NA,0.253115,0.247179
8.092,7.072032,-67.835040,NA,NA,,NA,0.271377,0.272941
8.096,7.091952,-67.582800,NA,NA,,NA,0.279863,0.278113
8.1,7.041696,-67.875696,NA,NA,,NA,0.277874,0.265884
8.104,7.011840,-68.163744,NA,NA,,NA,0.266171,0.251082
8.108,7.054368,-67.930080,NA,NA,,NA,0.246008,0.239512
8.112,7.056624,-67.634640,NA,NA,,NA,0.218360,0.219092
8.116,6.957504,-67.888416,NA,NA,,NA,0.184128,0.177828
8.12,6.868272,-68.292528,NA,NA,,NA,0.145042,0.123059
8.124,6.859536,-68.162736,NA,NA,,NA,0.104082,0.073657
8.128,6.860640,-67.824240,NA,NA,,NA,0.064816,0.037441
8.132,6.793344,-67.991328,NA,NA,,NA,0.030117,0.007333
8.136,6.702096,-68.420736,NA,NA,,NA,0.001169,-0.022007
8.14,6.721776,-68.346384,NA,NA,,NA,-0.022488,-0.046713
8.144,6.734160,-67.993536,NA,NA,,NA,-0.042087,-0.063581
8.148,6.654528,-68.071008,NA,NA,,NA,-0.058742,-0.075463
8.152,6.610272,-68.466192,NA,NA,,NA,-0.072897,-0.086217
8.156,6.653424,-68.446896,NA,NA,,NA,-0.084175,-0.099093
8.16,6.668400,-68.095392,NA,NA,,NA,-0.095565,-0.097299
8.164,6.600144,-68.065104,NA,NA,,NA,-0.099150,-0.108610
8.168,6.536736,-68.464656,NA,NA,,NA,-0.099447,-0.104618
8.172,6.579600,-68.546592,NA,NA,,NA,-0.098122,-0.090291
8.176,6.636096,-68.191392,NA,NA,,NA,-0.097069,-0.083973
8.18,6.620256,-68.030832,NA,NA,,NA,-0.097503,-0.089121
8.184,6.539664,-68.391360,NA,NA,,NA,-0.099489,-0.092182
8.188,6.539040,-68.591856,NA,NA,,NA,-0.102211,-0.092292
8.192,6.595872,-68.288976,NA,NA,,NA,-0.104604,-0.101455
8.196,6.607152,-68.021280,NA,NA,,NA,-0.105848,-0.113042
8.2,6.538896,-68.326272,NA,NA,,NA,-0.105528,-0.107318
8.204,6.502656,-68.639808,NA,NA,,NA,-0.103559,-0.088990
8.208,6.562608,-68.382624,NA,NA,,NA,-0.100141,-0.080895
8.212,6.589296,-68.031936,NA,NA,,NA,-0.095823,-0.083657
8.216,6.515040,-68.275872,NA,NA,,NA,-0.091591,-0.079701
8.22,6.474864,-68.659248,NA,NA,,NA,-0.088658,-0.070113
8.224,6.541296,-68.462352,NA,NA,,NA,-0.087838,-0.071104
8.228,6.568608,-68.065296,NA,NA,,NA,-0.089076,-0.082447
8.232,6.501456,-68.234592,NA,NA,,NA,-0.091615,-0.089987
8.236,6.456000,-68.659872,NA,NA,,NA,-0.094553,-0.090013
8.24,6.498576,-68.545776,NA,NA,,NA,-0.097320,-0.088886
8.244,6.539760,-68.137488,NA,NA,,NA,-0.099822,-0.089275
8.248,6.488448,-68.202048,NA,NA,,NA,-0.102144,-0.090811
8.252,6.454656,-68.621664,NA,NA,,NA,-0.104173,-0.093804
8.256,6.493824,-68.595696,NA,NA,,NA,-0.105916,-0.105245
8.26,6.529008,-68.201040,NA,NA,,NA,-0.105997,-0.106015
8.264,6.481872,-68.176560,NA,NA,,NA,-0.104974,-0.107861
8.268,6.424464,-68.579952,NA,NA,,NA,-0.103615,-0.106609
8.272,6.444288,-68.654688,NA,NA,,NA,-0.102998,-0.095877
8.276,6.502320,-68.282976,NA,NA,,NA,-0.103789,-0.082817
8.28,6.465168,-68.157504,NA,NA,,NA,-0.105736,-0.084003
8.284,6.411168,-68.522784,NA,NA,,NA,-0.107826,-0.100405
8.288,6.418992,-68.688624,NA,NA,,NA,-0.109015,-0.114466
8.292,6.451632,-68.392992,NA,NA,,NA,-0.108961,-0.116035
8.296,6.461088,-68.165472,NA,NA,,NA,-0.108173,-0.113106
8.3,6.395760,-68.451984,NA,NA,,NA,-0.107431,-0.113972
8.304,6.368448,-68.752272,NA,NA,,NA,-0.106884,-0.115920
8.308,6.441168,-68.477952,NA,NA,,NA,-0.105426,-0.114741
8.312,6.450960,-68.168208,NA,NA,,NA,-0.100962,-0.110941
8.316,6.406656,-68.379648,NA,NA,,NA,-0.091604,-0.102623
8.32,6.377232,-68.732112,NA,NA,,NA,-0.076964,-0.083663
8.324,6.449712,-68.521296,NA,NA,,NA,-0.058651,-0.054198
8.328,6.502416,-68.114592,NA,NA,,NA,-0.039721,-0.024843
8.332,6.472704,-68.233680,NA,NA,,NA,-0.023355,-0.004672
8.336,6.453984,-68.612064,NA,NA,,NA,-0.011374,0.007757
8.34,6.529776,-68.485632,NA,NA,,NA,-0.003396,0.014908
8.344,6.556560,-68.094096,NA,NA,,NA,0.002855,0.012827
8.348,6.506496,-68.153040,NA,NA,,NA,0.010110,0.005236
8.352,6.434496,-68.574432,NA,NA,,NA,0.018062,-0.000046
8.356,6.472176,-68.556576,NA,NA,,NA,0.027858,0.028989
8.36,6.553104,-68.146464,NA,NA,,NA,0.034066,0.059217
8.364,6.564432,-68.052816,NA,NA,,NA,0.032447,0.059780
8.368,6.494784,-68.438352,NA,NA,,NA,0.021136,0.028456
8.372,6.519552,-68.525856,NA,NA,,NA,0.001740,-0.012717
8.376,6.516096,-68.217600,NA,NA,,NA,-0.021960,-0.046359
8.38,6.445488,-68.122416,NA,NA,,NA,-0.046565,-0.067927
8.384,6.375216,-68.485920,NA,NA,,NA,-0.070530,-0.081608
8.388,6.384576,-68.678496,NA,NA,,NA,-0.093630,-0.101454
8.392,6.410928,-68.398704,NA,NA,,NA,-0.115438,-0.137645
8.396,6.344736,-68.201136,NA,NA,,NA,-0.134587,-0.175116
8.4,6.242496,-68.538672,NA,NA,,NA,-0.149608,-0.189019
8.404,6.261216,-68.815920,NA,NA,,NA,-0.160279,-0.181136
8.408,6.308496,-68.558064,NA,NA,,NA,-0.167849,-0.174956
8.412,6.319968,-68.214672,NA,NA,,NA,-0.173975,-0.181334
8.416,6.251616,-68.457936,NA,NA,,NA,-0.179678,-0.194637
8.42,6.233664,-68.811072,NA,NA,,NA,-0.185728,-0.208501
8.424,6.272784,-68.623680,NA,NA,,NA,-0.194133,-0.212736
8.428,6.297936,-68.235312,NA,NA,,NA,-0.208372,-0.199240
8.432,6.236640,-68.399280,NA,NA,,NA,-0.230377,-0.191216
8.436,6.187056,-68.821392,NA,NA,,NA,-0.254913,-0.230319
8.44,6.237696,-68.703072,NA,NA,,NA,-0.265111,-0.310850
8.444,6.213504,-68.366112,NA,NA,,NA,-0.233932,-0.361795
8.448,6.057216,-68.529120,NA,NA,,NA,-0.130689,-0.287162
8.452,6.011376,-68.936160,NA,NA,,NA,0.054344,-0.100312
8.456,6.219744,-68.741376,NA,NA,,NA,0.315147,0.221209
8.46,6.551280,-68.050368,NA,NA,,NA,0.616785,0.636358
8.464,6.923712,-67.615824,NA,NA,,NA,0.905584,1.043574
8.468,7.335600,-67.556256,NA,NA,,NA,1.124006,1.326708
8.472,7.675008,-67.318992,NA,NA,,NA,1.227232,1.434647
8.476,7.826352,-66.854016,NA,NA,,NA,1.195926,1.379141
8.48,7.779504,-66.746208,NA,NA,,NA,1.041888,1.172268
8.484,7.537104,-67.306464,NA,NA,,NA,0.804572,0.829902
8.488,7.258896,-67.769568,NA,NA,,NA,0.538649,0.433651
8.492,6.902400,-67.861056,NA,NA,,NA,0.296555,0.117394
8.496,6.475632,-68.043840,NA,NA,,NA,0.112610,-0.039144
8.5,6.232560,-68.517024,NA,NA,,NA,-0.004341,-0.070876
8.504,6.205296,-68.787648,NA,NA,,NA,-0.066698,-0.067008
8.508,6.262992,-68.502480,NA,NA,,NA,-0.096263,-0.080284
8.512,6.240816,-68.231952,NA,NA,,NA,-0.112418,-0.108388
8.516,6.166896,-68.490000,NA,NA,,NA,-0.126114,-0.132588
8.52,6.130944,-68.847024,NA,NA,,NA,-0.140463,-0.146186
8.524,6.166080,-68.675952,NA,NA,,NA,-0.154569,-0.153726
8.528,6.194880,-68.310864,NA,NA,,NA,-0.166858,-0.161291
8.532,6.126432,-68.475936,NA,NA,,NA,-0.176446,-0.170339
8.536,6.065184,-68.869584,NA,NA,,NA,-0.183070,-0.177565
8.54,6.134928,-68.745456,NA,NA,,NA,-0.186757,-0.180550
8.544,6.158160,-68.357808,NA,NA,,NA,-0.191561,-0.175490
8.548,6.107136,-68.416944,NA,NA,,NA,-0.190011,-0.170386
8.552,6.070560,-68.822832,NA,NA,,NA,-0.186585,-0.161387
8.556,6.116832,-68.796528,NA,NA,,NA,-0.181815,-0.154862
8.56,6.163776,-68.411184,NA,NA,,NA,-0.176183,-0.155846
8.564,6.108576,-68.393184,NA,NA,,NA,-0.170201,-0.155372
8.568,6.026016,-68.803296,NA,NA,,NA,-0.164459,-0.142397
8.572,6.063264,-68.872656,NA,NA,,NA,-0.159315,-0.126636
8.576,6.129984,-68.504496,NA,NA,,NA,-0.154504,-0.126246
8.58,6.105456,-68.365536,NA,NA,,NA,-0.149231,-0.134975
8.584,6.037728,-68.738736,NA,NA,,NA,-0.142668,-0.130334
8.588,6.100032,-68.867280,NA,NA,,NA,-0.134453,-0.112329
8.592,6.159360,-68.520576,NA,NA,,NA,-0.124884,-0.101254
8.596,6.155616,-68.280240,NA,NA,,NA,-0.114665,-0.099288
8.6,6.080592,-68.603760,NA,NA,,NA,-0.104489,-0.089562
8.604,6.089856,-68.881008,NA,NA,,NA,-0.094834,-0.070736
8.608,6.172368,-68.592240,NA,NA,,NA,-0.085862,-0.057563
8.612,6.188976,-68.240880,NA,NA,,NA,-0.077179,-0.051513
8.616,6.112032,-68.505744,NA,NA,,NA,-0.067737,-0.042526
8.62,6.110160,-68.851296,NA,NA,,NA,-0.056071,-0.031438
8.624,6.177024,-68.635056,NA,NA,,NA,-0.040814,-0.022967
8.628,6.217680,-68.228400,NA,NA,,NA,-0.021357,-0.008998
8.632,6.169392,-68.392608,NA,NA,,NA,0.001872,0.018386
8.636,6.120096,-68.804832,NA,NA,,NA,0.027832,0.051779
8.64,6.215808,-68.638272,NA,NA,,NA,0.057845,0.083161
8.644,6.290064,-68.200320,NA,NA,,NA,0.086659,0.110028
8.648,6.249072,-68.255232,NA,NA,,NA,0.116180,0.135484
8.652,6.236976,-68.641152,NA,NA,,NA,0.145738,0.161928
8.656,6.321072,-68.564064,NA,NA,,NA,0.174428,0.193369
8.66,6.398112,-68.136048,NA,NA,,NA,0.201225,0.228851
8.664,6.375936,-68.092176,NA,NA,,NA,0.224980,0.259367
8.668,6.343344,-68.467296,NA,NA,,NA,0.244395,0.279562
8.672,6.398880,-68.505504,NA,NA,,NA,0.257986,0.291822
8.676,6.454176,-68.125008,NA,NA,,NA,0.264112,0.295435
8.68,6.438576,-68.001264,NA,NA,,NA,0.261196,0.286883
8.684,6.378960,-68.367072,NA,NA,,NA,0.248128,0.270293
8.688,6.401472,-68.526864,NA,NA,,NA,0.224865,0.250370
8.692,6.412752,-68.228256,NA,NA,,NA,0.193053,0.219658
8.696,6.346128,-68.061744,NA,NA,,NA,0.155986,0.171666
8.7,6.230736,-68.428464,NA,NA,,NA,0.117576,0.120087
8.704,6.183984,-68.720832,NA,NA,,NA,0.080966,0.085206
8.708,6.195360,-68.490672,NA,NA,,NA,0.047803,0.065496
8.712,6.154752,-68.240976,NA,NA,,NA,0.018635,0.040325
8.716,6.058416,-68.524224,NA,NA,,NA,-0.006324,0.000861
8.72,6.033840,-68.868672,NA,NA,,NA,-0.026975,-0.035494
8.724,6.078720,-68.666352,NA,NA,,NA,-0.043618,-0.047849
8.728,6.060576,-68.339280,NA,NA,,NA,-0.057145,-0.041266
8.732,5.973888,-68.538864,NA,NA,,NA,-0.068639,-0.041136
8.736,5.936928,-68.924496,NA,NA,,NA,-0.082547,-0.074393
8.74,5.985936,-68.800656,NA,NA,,NA,-0.089878,-0.096209
8.744,6.015360,-68.425632,NA,NA,,NA,-0.093871,-0.104106
8.748,5.958336,-68.492496,NA,NA,,NA,-0.094540,-0.097583
8.752,5.900736,-68.904096,NA,NA,,NA,-0.093174,-0.087829
8.756,5.943552,-68.866752,NA,NA,,NA,-0.091477,-0.084693
8.76,5.966592,-68.483568,NA,NA,,NA,-0.090490,-0.090522
8.764,5.931504,-68.458080,NA,NA,,NA,-0.090271,-0.096744
8.768,5.869632,-68.861472,NA,NA,,NA,-0.090438,-0.093209
8.772,5.933088,-68.893968,NA,NA,,NA,-0.090792,-0.086638
8.776,5.977008,-68.512944,NA,NA,,NA,-0.091405,-0.092194
8.78,5.945952,-68.388000,NA,NA,,NA,-0.092292,-0.104108
8.784,5.870592,-68.768208,NA,NA,,NA,-0.093218,-0.103096
8.788,5.864112,-68.944128,NA,NA,,NA,-0.093896,-0.093480
8.792,5.926320,-68.618976,NA,NA,,NA,-0.094224,-0.096388
8.796,5.921040,-68.393184,NA,NA,,NA,-0.094366,-0.108131
8.8,5.855856,-68.708160,NA,NA,,NA,-0.094701,-0.107243
8.804,5.854128,-68.990208,NA,NA,,NA,-0.095553,-0.097947
8.808,5.916096,-68.692896,NA,NA,,NA,-0.096798,-0.102605
8.812,5.923248,-68.356080,NA,NA,,NA,-0.097779,-0.118347
8.816,5.867472,-68.611968,NA,NA,,NA,-0.097682,-0.123349
8.82,5.844192,-68.954496,NA,NA,,NA,-0.096128,-0.116173
8.824,5.886432,-68.765280,NA,NA,,NA,-0.093575,-0.111860
8.828,5.898576,-68.387904,NA,NA,,NA,-0.091163,-0.112274
8.832,5.849040,-68.555856,NA,NA,,NA,-0.091046,-0.113581
8.836,5.824416,-68.942112,NA,NA,,NA,-0.091781,-0.114787
8.84,5.877984,-68.797200,NA,NA,,NA,-0.093924,-0.120629
8.844,5.904048,-68.398896,NA,NA,,NA,-0.096547,-0.124633
8.848,5.830752,-68.498544,NA,NA,,NA,-0.098889,-0.122705
8.852,5.777376,-68.927040,NA,NA,,NA,-0.100776,-0.120941
8.856,5.828400,-68.866272,NA,NA,,NA,-0.102496,-0.123464
8.86,5.871024,-68.465808,NA,NA,,NA,-0.104384,-0.127363
8.864,5.820144,-68.466288,NA,NA,,NA,-0.106570,-0.130960
8.868,5.748864,-68.881008,NA,NA,,NA,-0.108862,-0.135121
8.872,5.773488,-68.925792,NA,NA,,NA,-0.110797,-0.139541
8.876,5.863056,-68.504832,NA,NA,,NA,-0.111791,-0.144269
8.88,5.849904,-68.410656,NA,NA,,NA,-0.111215,-0.148287
8.884,5.767680,-68.798928,NA,NA,,NA,-0.108470,-0.146868
8.888,5.787264,-68.936304,NA,NA,,NA,-0.102978,-0.139361
8.892,5.827104,-68.617536,NA,NA,,NA,-0.094062,-0.132473
8.896,5.808240,-68.414832,NA,NA,,NA,-0.081083,-0.125643
8.9,5.789664,-68.696064,NA,NA,,NA,-0.063990,-0.106387
8.904,5.835072,-68.886768,NA,NA,,NA,-0.043989,-0.071660
8.908,5.907072,-68.580768,NA,NA,,NA,-0.023723,-0.037823
8.912,5.906448,-68.282880,NA,NA,,NA,-0.006545,-0.018386
8.916,5.831664,-68.550144,NA,NA,,NA,0.005020,-0.008797
8.92,5.826048,-68.861664,NA,NA,,NA,0.010883,-0.002826
8.924,5.898384,-68.652960,NA,NA,,NA,0.013827,-0.005550
8.928,5.931504,-68.287152,NA,NA,,NA,0.016884,0.004118
8.932,5.912448,-68.424000,NA,NA,,NA,0.024468,0.001856
8.936,5.889888,-68.789088,NA,NA,,NA,0.034496,0.028519
8.94,5.939664,-68.652816,NA,NA,,NA,0.042265,0.072427
8.944,5.985744,-68.250432,NA,NA,,NA,0.042434,0.095355
8.948,5.906208,-68.343456,NA,NA,,NA,0.032258,0.073251
8.952,5.818704,-68.790432,NA,NA,,NA,0.012773,0.024776
8.956,5.863776,-68.754000,NA,NA,,NA,-0.012532,-0.012578
8.96,5.875680,-68.391264,NA,NA,,NA,-0.040140,-0.027956
8.964,5.797920,-68.413536,NA,NA,,NA,-0.067894,-0.042177
8.968,5.698704,-68.858304,NA,NA,,NA,-0.094493,-0.072900
8.972,5.692368,-68.942688,NA,NA,,NA,-0.118336,-0.114139
8.976,5.725728,-68.590320,NA,NA,,NA,-0.137361,-0.147593
8.98,5.700288,-68.472480,NA,NA,,NA,-0.150163,-0.159198
8.984,5.654784,-68.819712,NA,NA,,NA,-0.157080,-0.149365
8.988,5.681904,-68.971776,NA,NA,,NA,-0.159989,-0.135553
8.992,5.710848,-68.669280,NA,NA,,NA,-0.161096,-0.135030
8.996,5.705232,-68.444832,NA,NA,,NA,-0.161999,-0.143496
9.0,5.633136,-68.774832,NA,NA,,NA,-0.164041,-0.145800
9.004,5.634768,-69.038880,NA,NA,,NA,-0.169667,-0.141735
9.008,5.678448,-68.775456,NA,NA,,NA,-0.182827,-0.141891
9.012,5.691456,-68.430480,NA,NA,,NA,-0.206387,-0.151497
9.016,5.609280,-68.711232,NA,NA,,NA,-0.236824,-0.179239
9.02,5.530560,-69.131088,NA,NA,,NA,-0.259180,-0.237930
9.024,5.534592,-68.942832,NA,NA,,NA,-0.244100,-0.285705
9.028,5.642112,-68.486496,NA,NA,,NA,-0.165442,-0.288691
9.032,5.762736,-68.494656,NA,NA,,NA,-0.000007,-0.146522
9.036,6.044928,-68.571504,NA,NA,,NA,0.249282,0.167923
9.04,6.570672,-67.966896,NA,NA,,NA,0.550370,0.599720
9.044,7.019472,-67.138608,NA,NA,,NA,0.848760,1.028667
9.048,7.142496,-67.052592,NA,NA,,NA,1.083567,1.330935
9.052,7.126896,-67.456608,NA,NA,,NA,1.205836,1.453772
9.056,7.113456,-67.468512,NA,NA,,NA,1.192148,1.418010
9.06,6.907776,-67.309296,NA,NA,,NA,1.050255,1.242505
9.064,6.564096,-67.626912,NA,NA,,NA,0.816196,0.920929
9.068,6.061728,-68.478768,NA,NA,,NA,0.543422,0.504306
9.072,5.732304,-68.869200,NA,NA,,NA,0.286629,0.138993
9.076,5.701056,-68.572128,NA,NA,,NA,0.085444,-0.047628
9.08,5.646288,-68.486208,NA,NA,,NA,-0.045392,-0.070439
9.084,5.598096,-68.852544,NA,NA,,NA,-0.114661,-0.045343
9.088,5.630256,-68.968320,NA,NA,,NA,-0.143949,-0.053117
9.092,5.666064,-68.640960,NA,NA,,NA,-0.154898,-0.088784
9.096,5.643984,-68.454192,NA,NA,,NA,-0.161332,-0.117507
9.1,5.584176,-68.777376,NA,NA,,NA,-0.168374,-0.127477
9.104,5.571456,-69.023088,NA,NA,,NA,-0.175971,-0.128758
9.108,5.610576,-68.759616,NA,NA,,NA,-0.182596,-0.131823
9.112,5.612256,-68.466768,NA,NA,,NA,-0.186970,-0.137008
9.116,5.549712,-68.724384,NA,NA,,NA,-0.188504,-0.138036
9.12,5.535936,-69.042240,NA,NA,,NA,-0.191228,-0.164016
9.124,5.585136,-68.824464,NA,NA,,NA,-0.188258,-0.155577
