Sample Time,xECG,ivECG,Error,Error Description,User State,User CM Marker,xECG_filtered,ivECG_filtered
3.864,11.375952,-65.519472,NA,NA,,NA,1.153871,1.417652
3.868,11.497536,-65.651952,NA,NA,,NA,1.181061,1.413800
3.872,11.581440,-65.852016,NA,NA,,NA,1.078980,1.272107
3.876,11.479056,-65.746992,NA,NA,,NA,0.873792,1.006681
3.88,11.180016,-65.752752,NA,NA,,NA,0.612972,0.636298
3.884,10.773120,-66.327840,NA,NA,,NA,0.351072,0.254227
3.888,10.354896,-67.065648,NA,NA,,NA,0.133332,-0.007519
3.892,10.166016,-67.107984,NA,NA,,NA,-0.016852,-0.095620
3.896,10.076112,-66.857088,NA,NA,,NA,-0.100861,-0.076489
3.9,10.020576,-66.998928,NA,NA,,NA,-0.137389,-0.051313
3.904,9.977040,-67.388400,NA,NA,,NA,-0.149924,-0.061414
3.908,10.015248,-67.291824,NA,NA,,NA,-0.156204,-0.086909
3.912,10.003536,-66.945264,NA,NA,,NA,-0.164190,-0.105098
3.916,9.937488,-67.018512,NA,NA,,NA,-0.174278,-0.118184
3.92,9.901392,-67.399728,NA,NA,,NA,-0.183797,-0.132659
3.924,9.948048,-67.374144,NA,NA,,NA,-0.190341,-0.143260
3.928,9.954864,-67.021872,NA,NA,,NA,-0.192984,-0.145650
3.932,9.878256,-67.008672,NA,NA,,NA,-0.192044,-0.146108
3.936,9.853968,-67.365120,NA,NA,,NA,-0.190028,-0.186137
3.94,9.933216,-67.406112,NA,NA,,NA,-0.184365,-0.193053
3.944,9.953616,-67.077216,NA,NA,,NA,-0.177852,-0.194341
3.948,9.893616,-66.956016,NA,NA,,NA,-0.171803,-0.186194
3.952,9.848304,-67.292928,NA,NA,,NA,-0.167451,-0.175005
3.956,9.900048,-67.439328,NA,NA,,NA,-0.165350,-0.174365
3.96,9.939456,-67.143888,NA,NA,,NA,-0.164987,-0.185949
3.964,9.928848,-66.897360,NA,NA,,NA,-0.164984,-0.192255
3.968,9.873552,-67.194144,NA,NA,,NA,-0.163854,-0.184264
3.972,9.900240,-67.448208,NA,NA,,NA,-0.160681,-0.178716
3.976,9.946752,-67.175520,NA,NA,,NA,-0.155345,-0.185701
3.98,9.921504,-66.867648,NA,NA,,NA,-0.148376,-0.184723
3.984,9.854160,-67.119696,NA,NA,,NA,-0.140569,-0.161718
3.988,9.891120,-67.429392,NA,NA,,NA,-0.132492,-0.140398
3.992,9.951552,-67.230912,NA,NA,,NA,-0.124007,-0.144791
3.996,9.933456,-66.877632,NA,NA,,NA,-0.114278,-0.159534
4.0,9.894864,-67.031568,NA,NA,,NA,-0.102464,-0.156561
4.004,9.919200,-67.388592,NA,NA,,NA,-0.088426,-0.134156
4.008,9.981792,-67.239456,NA,NA,,NA,-0.072730,-0.108012
4.012,10.004160,-66.830064,NA,NA,,NA,-0.055962,-0.088865
4.016,9.942144,-66.905712,NA,NA,,NA,-0.037976,-0.080157
4.02,9.936816,-67.291104,NA,NA,,NA,-0.017934,-0.074485
4.024,9.987648,-67.234992,NA,NA,,NA,0.004950,-0.053007
4.028,10.070064,-66.806976,NA,NA,,NA,0.030805,-0.010862
4.032,10.038576,-66.781968,NA,NA,,NA,0.061750,0.038048
4.036,10.023648,-67.133664,NA,NA,,NA,0.092056,0.057324
4.04,10.101024,-67.149888,NA,NA,,NA,0.124283,0.076383
4.044,10.145040,-66.805056,NA,NA,,NA,0.157879,0.117296
4.048,10.136448,-66.648480,NA,NA,,NA,0.191341,0.168781
4.052,10.127136,-66.958560,NA,NA,,NA,0.222588,0.204160
4.056,10.194768,-67.077312,NA,NA,,NA,0.249924,0.220796
4.06,10.271568,-66.728112,NA,NA,,NA,0.272436,0.238543
4.064,10.246416,-66.511536,NA,NA,,NA,0.289381,0.266407
4.068,10.214880,-66.785856,NA,NA,,NA,0.299268,0.289490
4.072,10.226592,-67.024128,NA,NA,,NA,0.299820,0.290130
4.076,10.292256,-66.765600,NA,NA,,NA,0.289164,0.269251
4.08,10.263408,-66.497712,NA,NA,,NA,0.267062,0.239975
4.084,10.188096,-66.760800,NA,NA,,NA,0.235153,0.208097
4.088,10.162656,-67.106496,NA,NA,,NA,0.196325,0.169453
4.092,10.175136,-66.952032,NA,NA,,NA,0.153897,0.122983
4.096,10.122624,-66.659856,NA,NA,,NA,0.111055,0.076022
4.1,9.994080,-66.877536,NA,NA,,NA,0.070508,0.037076
4.104,9.924768,-67.283472,NA,NA,,NA,0.034168,0.008978
4.108,9.958992,-67.192608,NA,NA,,NA,0.002932,-0.012424
4.112,9.954288,-66.841872,NA,NA,,NA,-0.023229,-0.034374
4.116,9.866016,-66.947376,NA,NA,,NA,-0.044858,-0.059005
4.12,9.805152,-67.361376,NA,NA,,NA,-0.062475,-0.081196
4.124,9.847776,-67.335648,NA,NA,,NA,-0.076221,-0.097286
4.128,9.887520,-66.964368,NA,NA,,NA,-0.088515,-0.094772
4.132,9.805968,-66.973488,NA,NA,,NA,-0.094395,-0.097255
4.136,9.744384,-67.372176,NA,NA,,NA,-0.097045,-0.089777
4.14,9.790848,-67.411824,NA,NA,,NA,-0.097714,-0.082264
4.144,9.829824,-67.084752,NA,NA,,NA,-0.097879,-0.086953
4.148,9.787008,-66.964128,NA,NA,,NA,-0.098818,-0.096017
4.152,9.711456,-67.332384,NA,NA,,NA,-0.101290,-0.092837
4.156,9.751056,-67.480224,NA,NA,,NA,-0.105304,-0.084086
4.16,9.811968,-67.160160,NA,NA,,NA,-0.110058,-0.090613
4.164,9.778176,-66.951024,NA,NA,,NA,-0.114285,-0.108218
4.168,9.710832,-67.266192,NA,NA,,NA,-0.116895,-0.111794
4.172,9.746976,-67.498416,NA,NA,,NA,-0.117483,-0.097701
4.176,9.789120,-67.229328,NA,NA,,NA,-0.116406,-0.087347
4.18,9.768096,-66.932928,NA,NA,,NA,-0.114377,-0.089476
4.184,9.700176,-67.192608,NA,NA,,NA,-0.111979,-0.091382
4.188,9.692880,-67.531152,NA,NA,,NA,-0.109680,-0.085923
4.192,9.763728,-67.316736,NA,NA,,NA,-0.108099,-0.080070
4.196,9.782880,-66.940128,NA,NA,,NA,-0.107968,-0.080677
4.2,9.696816,-67.131120,NA,NA,,NA,-0.109666,-0.090420
4.204,9.658944,-67.541232,NA,NA,,NA,-0.112752,-0.108015
4.208,9.723792,-67.410144,NA,NA,,NA,-0.116022,-0.121618
4.212,9.727776,-67.021920,NA,NA,,NA,-0.118213,-0.118237
4.216,9.677568,-67.094352,NA,NA,,NA,-0.118720,-0.104996
4.22,9.680016,-67.475856,NA,NA,,NA,-0.117596,-0.101157
4.224,9.706848,-67.452672,NA,NA,,NA,-0.114508,-0.118669
4.228,9.718512,-67.072848,NA,NA,,NA,-0.110358,-0.121909
4.232,9.667968,-67.059504,NA,NA,,NA,-0.104892,-0.115591
4.236,9.628992,-67.474320,NA,NA,,NA,-0.099065,-0.106232
4.24,9.685536,-67.496688,NA,NA,,NA,-0.094424,-0.100112
4.244,9.710160,-67.130976,NA,NA,,NA,-0.092367,-0.099824
4.248,9.662304,-67.041120,NA,NA,,NA,-0.093362,-0.106924
4.252,9.638976,-67.383648,NA,NA,,NA,-0.096830,-0.116537
4.256,9.669840,-67.522704,NA,NA,,NA,-0.101739,-0.118429
4.26,9.678720,-67.216656,NA,NA,,NA,-0.107286,-0.111709
4.264,9.677472,-67.004400,NA,NA,,NA,-0.113124,-0.108516
4.268,9.611568,-67.333680,NA,NA,,NA,-0.118997,-0.116722
4.272,9.640032,-67.552704,NA,NA,,NA,-0.124019,-0.128642
4.276,9.660192,-67.296288,NA,NA,,NA,-0.126286,-0.133018
4.28,9.638688,-67.032768,NA,NA,,NA,-0.123304,-0.129983
4.284,9.588576,-67.270272,NA,NA,,NA,-0.113076,-0.125934
4.288,9.580320,-67.593504,NA,NA,,NA,-0.095272,-0.118122
4.292,9.671568,-67.343376,NA,NA,,NA,-0.071765,-0.096042
4.296,9.720048,-66.969648,NA,NA,,NA,-0.046228,-0.060307
4.3,9.680928,-67.112064,NA,NA,,NA,-0.022999,-0.027589
4.304,9.669936,-67.473216,NA,NA,,NA,-0.005622,-0.009826
4.308,9.742464,-67.284096,NA,NA,,NA,0.004459,-0.001361
4.312,9.752304,-66.941952,NA,NA,,NA,0.008530,0.005029
4.316,9.704736,-67.006560,NA,NA,,NA,0.010109,0.005436
4.32,9.656784,-67.400304,NA,NA,,NA,0.013131,-0.016003
4.324,9.713856,-67.341120,NA,NA,,NA,0.020410,-0.015937
4.328,9.758832,-66.956112,NA,NA,,NA,0.031313,0.003736
4.332,9.757728,-66.899184,NA,NA,,NA,0.042030,0.035760
4.336,9.736656,-67.243632,NA,NA,,NA,0.047377,0.057429
4.34,9.766512,-67.297104,NA,NA,,NA,0.043381,0.049658
4.344,9.792672,-66.952896,NA,NA,,NA,0.028927,0.014013
4.348,9.746352,-66.837552,NA,NA,,NA,0.005728,-0.026641
4.352,9.658944,-67.241328,NA,NA,,NA,-0.022971,-0.053370
4.356,9.661920,-67.407504,NA,NA,,NA,-0.053742,-0.074654
4.36,9.696192,-67.111248,NA,NA,,NA,-0.083578,-0.108115
4.364,9.644208,-66.917616,NA,NA,,NA,-0.110048,-0.146172
4.368,9.524400,-67.290096,NA,NA,,NA,-0.131444,-0.166082
4.372,9.506064,-67.559904,NA,NA,,NA,-0.146939,-0.167697
4.376,9.559728,-67.280832,NA,NA,,NA,-0.156647,-0.171255
4.38,9.539520,-66.982560,NA,NA,,NA,-0.161360,-0.182399
4.384,9.480288,-67.240176,NA,NA,,NA,-0.162199,-0.188348
4.388,9.506352,-67.549632,NA,NA,,NA,-0.160621,-0.184744
4.392,9.546336,-67.353648,NA,NA,,NA,-0.158849,-0.180720
4.396,9.540576,-67.006416,NA,NA,,NA,-0.160531,-0.180619
4.4,9.481392,-67.174320,NA,NA,,NA,-0.170573,-0.181317
4.404,9.454272,-67.558368,NA,NA,,NA,-0.192676,-0.186603
4.408,9.498768,-67.424304,NA,NA,,NA,-0.224647,-0.210603
4.412,9.495072,-67.051776,NA,NA,,NA,-0.253703,-0.263328
4.416,9.412272,-67.181184,NA,NA,,NA,-0.253844,-0.311142
4.42,9.275280,-67.695024,NA,NA,,NA,-0.197187,-0.336674
4.424,9.302256,-67.644432,NA,NA,,NA,-0.057822,-0.240781
4.428,9.464736,-67.118880,NA,NA,,NA,0.169126,0.028326
4.432,9.659568,-66.870336,NA,NA,,NA,0.460802,0.440672
4.436,9.988944,-66.881376,NA,NA,,NA,0.769160,0.885505
4.44,10.497600,-66.450912,NA,NA,,NA,1.033863,1.236911
4.444,10.904832,-65.740896,NA,NA,,NA,1.200296,1.424155
4.448,11.051664,-65.469312,NA,NA,,NA,1.235369,1.441038
4.452,11.060112,-65.780352,NA,NA,,NA,1.136391,1.302217
4.456,10.938192,-66.077616,NA,NA,,NA,0.931156,1.019342
4.46,10.704672,-66.034800,NA,NA,,NA,0.668971,0.635525
4.464,10.325760,-66.189216,NA,NA,,NA,0.405167,0.257438
4.468,9.831408,-66.935472,NA,NA,,NA,0.184339,0.005060
4.472,9.618720,-67.375680,NA,NA,,NA,0.028702,-0.086017
4.476,9.589584,-67.172256,NA,NA,,NA,-0.063426,-0.087038
4.48,9.549360,-66.937824,NA,NA,,NA,-0.109434,-0.089814
4.484,9.475008,-67.190880,NA,NA,,NA,-0.130511,-0.120532
4.488,9.445008,-67.527792,NA,NA,,NA,-0.142670,-0.148233
4.492,9.475104,-67.352688,NA,NA,,NA,-0.153794,-0.150722
4.496,9.434976,-67.052304,NA,NA,,NA,-0.165452,-0.144836
4.5,9.356736,-67.224096,NA,NA,,NA,-0.176252,-0.155108
4.504,9.369312,-67.561056,NA,NA,,NA,-0.184378,-0.175655
4.508,9.430944,-67.418736,NA,NA,,NA,-0.188853,-0.180724
4.512,9.410112,-67.089072,NA,NA,,NA,-0.193078,-0.164596
4.516,9.357504,-67.191072,NA,NA,,NA,-0.192094,-0.151716
4.52,9.329712,-67.570704,NA,NA,,NA,-0.190393,-0.155477
4.524,9.393072,-67.503264,NA,NA,,NA,-0.188403,-0.162853
4.528,9.416928,-67.139232,NA,NA,,NA,-0.185560,-0.159493
4.532,9.331776,-67.162176,NA,NA,,NA,-0.181188,-0.149597
4.536,9.288864,-67.550352,NA,NA,,NA,-0.175411,-0.141746
4.54,9.344832,-67.570368,NA,NA,,NA,-0.169350,-0.135664
4.544,9.410352,-67.217328,NA,NA,,NA,-0.164397,-0.128942
4.548,9.382752,-67.108608,NA,NA,,NA,-0.161191,-0.122014
4.552,9.303120,-67.492416,NA,NA,,NA,-0.159216,-0.115401
4.556,9.347856,-67.620432,NA,NA,,NA,-0.157175,-0.110582
4.56,9.394848,-67.297296,NA,NA,,NA,-0.153617,-0.109074
4.564,9.369600,-67.079040,NA,NA,,NA,-0.147494,-0.107671
4.568,9.321360,-67.388736,NA,NA,,NA,-0.138434,-0.102996
4.572,9.345984,-67.625376,NA,NA,,NA,-0.126679,-0.097842
4.576,9.394416,-67.352832,NA,NA,,NA,-0.113030,-0.091893
4.58,9.381360,-67.063488,NA,NA,,NA,-0.098724,-0.075527
4.584,9.332496,-67.311840,NA,NA,,NA,-0.084850,-0.047243
4.588,9.358320,-67.610352,NA,NA,,NA,-0.071517,-0.023606
4.592,9.415584,-67.389408,NA,NA,,NA,-0.057516,-0.015461
4.596,9.431952,-67.020144,NA,NA,,NA,-0.040915,-0.009593
4.6,9.384432,-67.203600,NA,NA,,NA,-0.020313,0.010698
4.604,9.392784,-67.568640,NA,NA,,NA,0.004199,0.042965
4.608,9.456960,-67.404576,NA,NA,,NA,0.034144,0.077990
4.612,9.483264,-66.987552,NA,NA,,NA,0.062193,0.103947
4.616,9.448752,-67.069488,NA,NA,,NA,0.090770,0.122410
4.62,9.428832,-67.477296,NA,NA,,NA,0.120125,0.140489
4.624,9.524016,-67.377456,NA,NA,,NA,0.150548,0.169770
4.628,9.608592,-66.925296,NA,NA,,NA,0.181443,0.211179
4.632,9.566064,-66.924096,NA,NA,,NA,0.211087,0.250144
4.636,9.550272,-67.307904,NA,NA,,NA,0.237283,0.276772
4.64,9.629904,-67.298208,NA,NA,,NA,0.258248,0.297285
4.644,9.650016,-66.926016,NA,NA,,NA,0.273008,0.316530
4.648,9.654048,-66.819168,NA,NA,,NA,0.281056,0.326257
4.652,9.617808,-67.161360,NA,NA,,NA,0.281688,0.319894
4.656,9.627408,-67.312464,NA,NA,,NA,0.273688,0.302965
4.66,9.670080,-66.986640,NA,NA,,NA,0.255718,0.281087
4.664,9.612000,-66.828624,NA,NA,,NA,0.227242,0.250602
4.668,9.517440,-67.191456,NA,NA,,NA,0.189479,0.207101
4.672,9.486960,-67.463424,NA,NA,,NA,0.145719,0.154919
4.676,9.484608,-67.236288,NA,NA,,NA,0.100605,0.104619
4.68,9.405792,-67.015584,NA,NA,,NA,0.058638,0.064161
4.684,9.341856,-67.291392,NA,NA,,NA,0.022776,0.033074
4.688,9.338160,-67.612080,NA,NA,,NA,-0.006076,0.005804
4.692,9.347376,-67.433136,NA,NA,,NA,-0.028571,-0.019212
4.696,9.304944,-67.146864,NA,NA,,NA,-0.046038,-0.038909
4.7,9.228816,-67.344672,NA,NA,,NA,-0.059826,-0.054088
4.704,9.164880,-67.733664,NA,NA,,NA,-0.075259,-0.084090
4.708,9.184704,-67.614096,NA,NA,,NA,-0.084435,-0.098489
4.712,9.225984,-67.241424,NA,NA,,NA,-0.091963,-0.107369
4.716,9.167952,-67.331376,NA,NA,,NA,-0.097899,-0.112393
4.72,9.118560,-67.746480,NA,NA,,NA,-0.102230,-0.119814
4.724,9.194544,-67.677120,NA,NA,,NA,-0.104909,-0.128623
4.728,9.214896,-67.295088,NA,NA,,NA,-0.105882,-0.132410
4.732,9.149136,-67.302192,NA,NA,,NA,-0.105209,-0.130638
4.736,9.106752,-67.698480,NA,NA,,NA,-0.103297,-0.129113
4.74,9.142704,-67.735104,NA,NA,,NA,-0.100954,-0.130997
4.744,9.175248,-67.375584,NA,NA,,NA,-0.099131,-0.132167
4.748,9.127440,-67.285008,NA,NA,,NA,-0.098503,-0.126399
4.752,9.061392,-67.661280,NA,NA,,NA,-0.099055,-0.116776
4.756,9.079440,-67.793856,NA,NA,,NA,-0.100030,-0.117151
4.76,9.157152,-67.449216,NA,NA,,NA,-0.100566,-0.131877
4.764,9.146496,-67.250736,NA,NA,,NA,-0.100477,-0.141916
4.768,9.077280,-67.576800,NA,NA,,NA,-0.100504,-0.131033
4.772,9.082176,-67.814976,NA,NA,,NA,-0.101730,-0.116825
4.776,9.120816,-67.551696,NA,NA,,NA,-0.104472,-0.127701
4.78,9.106752,-67.250880,NA,NA,,NA,-0.107703,-0.156739
4.784,9.031776,-67.511760,NA,NA,,NA,-0.109829,-0.170293
4.788,9.037488,-67.831296,NA,NA,,NA,-0.110017,-0.157232
4.792,9.090576,-67.613184,NA,NA,,NA,-0.108820,-0.139137
4.796,9.097968,-67.253472,NA,NA,,NA,-0.107704,-0.135476
4.8,9.033408,-67.452528,NA,NA,,NA,-0.108801,-0.147027
4.804,9.021264,-67.830048,NA,NA,,NA,-0.110197,-0.159332
4.808,9.079584,-67.673568,NA,NA,,NA,-0.111819,-0.165473
4.812,9.096336,-67.280016,NA,NA,,NA,-0.112534,-0.164383
4.816,9.018720,-67.411056,NA,NA,,NA,-0.111874,-0.161539
4.82,8.987664,-67.822512,NA,NA,,NA,-0.110250,-0.161644
4.824,9.064848,-67.732560,NA,NA,,NA,-0.108460,-0.161122
4.828,9.080736,-67.338048,NA,NA,,NA,-0.107162,-0.156593
4.832,9.019152,-67.362288,NA,NA,,NA,-0.106737,-0.154638
4.836,8.974560,-67.776336,NA,NA,,NA,-0.107404,-0.160620
4.84,8.986560,-67.819248,NA,NA,,NA,-0.109433,-0.167001
4.844,9.028416,-67.442016,NA,NA,,NA,-0.113086,-0.166360
4.848,8.984688,-67.364688,NA,NA,,NA,-0.118064,-0.165673
4.852,8.931744,-67.730208,NA,NA,,NA,-0.122873,-0.174710
4.856,8.991840,-67.830240,NA,NA,,NA,-0.124761,-0.189087
4.86,9.029520,-67.512576,NA,NA,,NA,-0.120683,-0.194845
4.864,8.976480,-67.346304,NA,NA,,NA,-0.108947,-0.183606
4.868,8.916816,-67.675536,NA,NA,,NA,-0.090446,-0.157612
4.872,8.957568,-67.861872,NA,NA,,NA,-0.068604,-0.125033
4.876,9.042096,-67.557072,NA,NA,,NA,-0.047891,-0.094387
4.88,9.047808,-67.270992,NA,NA,,NA,-0.031891,-0.071181
4.884,8.994864,-67.525056,NA,NA,,NA,-0.022003,-0.056746
4.888,9.025536,-67.790208,NA,NA,,NA,-0.017053,-0.049442
4.892,9.081312,-67.559520,NA,NA,,NA,-0.013832,-0.047351
4.896,9.081168,-67.239024,NA,NA,,NA,-0.009232,-0.027484
4.9,9.025200,-67.435872,NA,NA,,NA,0.000246,-0.023082
4.904,8.975376,-67.826400,NA,NA,,NA,0.013778,-0.002062
4.908,9.053712,-67.644480,NA,NA,,NA,0.028161,0.034152
4.912,9.113136,-67.224336,NA,NA,,NA,0.038788,0.065995
4.916,9.072960,-67.314480,NA,NA,,NA,0.041808,0.074778
4.92,9.050544,-67.719120,NA,NA,,NA,0.035666,0.061989
4.924,9.081840,-67.658832,NA,NA,,NA,0.021084,0.040672
4.928,9.067920,-67.331376,NA,NA,,NA,-0.000106,0.017597
4.932,9.000624,-67.360560,NA,NA,,NA,-0.026103,-0.006695
4.936,8.956944,-67.761936,NA,NA,,NA,-0.055354,-0.032599
4.94,8.952384,-67.836960,NA,NA,,NA,-0.085892,-0.064261
4.944,8.957520,-67.508880,NA,NA,,NA,-0.114723,-0.103299
4.948,8.877936,-67.446960,NA,NA,,NA,-0.138344,-0.135444
4.952,8.790528,-67.850112,NA,NA,,NA,-0.154260,-0.142512
4.956,8.836176,-67.983168,NA,NA,,NA,-0.162205,-0.130778
4.96,8.875584,-67.658016,NA,NA,,NA,-0.164136,-0.125055
4.964,8.815920,-67.477968,NA,NA,,NA,-0.163190,-0.132852
4.968,8.758464,-67.812288,NA,NA,,NA,-0.162344,-0.139890
4.972,8.793024,-68.035344,NA,NA,,NA,-0.163893,-0.140680
4.976,8.838576,-67.766880,NA,NA,,NA,-0.170165,-0.143406
4.98,8.841936,-67.462416,NA,NA,,NA,-0.184174,-0.146554
4.984,8.780640,-67.740096,NA,NA,,NA,-0.208174,-0.146006
4.988,8.755680,-68.078016,NA,NA,,NA,-0.239548,-0.162591
4.992,8.781744,-67.879488,NA,NA,,NA,-0.265026,-0.199959
4.996,8.709936,-67.603824,NA,NA,,NA,-0.262833,-0.274589
5.0,8.560032,-67.883520,NA,NA,,NA,-0.202570,-0.292316
5.004,8.615568,-68.186976,NA,NA,,NA,-0.060377,-0.179139
5.008,8.885424,-67.830240,NA,NA,,NA,0.168403,0.093952
5.012,9.193488,-67.160352,NA,NA,,NA,0.461365,0.494538
5.016,9.551664,-66.849504,NA,NA,,NA,0.771221,0.928983
5.02,9.943728,-66.828624,NA,NA,,NA,1.038130,1.281082
5.024,10.244832,-66.489168,NA,NA,,NA,1.207348,1.476995
5.028,10.385232,-65.998992,NA,NA,,NA,1.245181,1.503281
5.032,10.308240,-66.059328,NA,NA,,NA,1.148366,1.366457
5.036,10.062144,-66.694848,NA,NA,,NA,0.944509,1.077740
5.04,9.822480,-66.990096,NA,NA,,NA,0.683085,0.693423
5.044,9.422736,-67.046496,NA,NA,,NA,0.419703,0.328060
5.048,8.994336,-67.348464,NA,NA,,NA,0.198975,0.087551
5.052,8.816352,-67.846320,NA,NA,,NA,0.042648,-0.006866
5.056,8.812944,-67.989840,NA,NA,,NA,-0.051674,-0.016494
5.06,8.863488,-67.645536,NA,NA,,NA,-0.101733,-0.019117
5.064,8.800656,-67.506336,NA,NA,,NA,-0.128083,-0.051542
5.068,8.701584,-67.867536,NA,NA,,NA,-0.144979,-0.098545
5.072,8.706816,-68.092656,NA,NA,,NA,-0.158214,-0.122793
5.076,8.753136,-67.804032,NA,NA,,NA,-0.168276,-0.110564
5.08,8.699904,-67.577616,NA,NA,,NA,-0.174562,-0.089878
5.084,8.652576,-67.845504,NA,NA,,NA,-0.177522,-0.095137
5.088,8.657760,-68.120928,NA,NA,,NA,-0.182624,-0.152888
5.092,8.709504,-67.898256,NA,NA,,NA,-0.182896,-0.164850
5.096,8.708928,-67.583904,NA,NA,,NA,-0.183612,-0.152767
5.1,8.624976,-67.803312,NA,NA,,NA,-0.185072,-0.142428
5.104,8.616816,-68.146656,NA,NA,,NA,-0.186664,-0.153323
5.108,8.672928,-67.992624,NA,NA,,NA,-0.186971,-0.169775
5.112,8.684832,-67.632528,NA,NA,,NA,-0.184538,-0.169611
5.116,8.630304,-67.732944,NA,NA,,NA,-0.178985,-0.156951
5.12,8.600064,-68.111664,NA,NA,,NA,-0.171452,-0.149492
5.124,8.648400,-68.040096,NA,NA,,NA,-0.163809,-0.152215
5.128,8.682480,-67.661904,NA,NA,,NA,-0.157292,-0.157808
5.132,8.638464,-67.677888,NA,NA,,NA,-0.151862,-0.158287
5.136,8.582736,-68.090736,NA,NA,,NA,-0.146706,-0.148533
5.14,8.626848,-68.084928,NA,NA,,NA,-0.141086,-0.131345
5.144,8.678832,-67.712304,NA,NA,,NA,-0.134715,-0.119287
5.148,8.655744,-67.613808,NA,NA,,NA,-0.127544,-0.119049
5.152,8.594208,-67.980384,NA,NA,,NA,-0.119334,-0.120542
5.156,8.636592,-68.090592,NA,NA,,NA,-0.109556,-0.113012
5.16,8.687856,-67.746288,NA,NA,,NA,-0.097720,-0.099260
5.164,8.663952,-67.561056,NA,NA,,NA,-0.083756,-0.084226
5.168,8.598768,-67.894848,NA,NA,,NA,-0.068092,-0.067364
5.172,8.639904,-68.097360,NA,NA,,NA,-0.051413,-0.052728
5.176,8.726976,-67.769232,NA,NA,,NA,-0.034283,-0.044811
5.18,8.736288,-67.469040,NA,NA,,NA,-0.016796,-0.033204
5.184,8.681136,-67.746576,NA,NA,,NA,0.003084,-0.008739
5.188,8.686560,-68.047392,NA,NA,,NA,0.023694,0.019530
5.192,8.767632,-67.779552,NA,NA,,NA,0.047925,0.035198
5.196,8.800608,-67.393056,NA,NA,,NA,0.076380,0.049123
5.2,8.759328,-67.589520,NA,NA,,NA,0.108223,0.081621
5.204,8.774544,-67.930992,NA,NA,,NA,0.141256,0.126204
5.208,8.867664,-67.725552,NA,NA,,NA,0.172975,0.160463
5.212,8.908224,-67.313712,NA,NA,,NA,0.201662,0.180137
5.216,8.868816,-67.415376,NA,NA,,NA,0.226503,0.197779
5.22,8.866992,-67.794288,NA,NA,,NA,0.246994,0.219752
5.224,8.960352,-67.666752,NA,NA,,NA,0.262185,0.241246
5.228,9.012912,-67.249008,NA,NA,,NA,0.270272,0.254067
5.232,8.934768,-67.302576,NA,NA,,NA,0.269087,0.252113
5.236,8.868384,-67.732656,NA,NA,,NA,0.257031,0.236381
5.24,8.885664,-67.756512,NA,NA,,NA,0.233971,0.212292
5.244,8.892144,-67.398864,NA,NA,,NA,0.201898,0.178075
5.248,8.824128,-67.361904,NA,NA,,NA,0.164730,0.128370
5.252,8.727072,-67.790688,NA,NA,,NA,0.127021,0.073419
5.256,8.730672,-67.919904,NA,NA,,NA,0.092276,0.034935
5.26,8.720976,-67.633968,NA,NA,,NA,0.061643,0.016252
5.264,8.640720,-67.520448,NA,NA,,NA,0.033851,-0.002776
5.268,8.531568,-67.905984,NA,NA,,NA,0.006777,-0.035176
5.272,8.518560,-68.130768,NA,NA,,NA,-0.020421,-0.071560
5.276,8.554848,-67.856784,NA,NA,,NA,-0.046353,-0.099477
5.28,8.537856,-67.605552,NA,NA,,NA,-0.072123,-0.102703
5.284,8.460096,-67.900992,NA,NA,,NA,-0.087056,-0.114474
5.288,8.431584,-68.200512,NA,NA,,NA,-0.094383,-0.118997
5.292,8.484432,-67.974528,NA,NA,,NA,-0.095612,-0.119136
5.296,8.491776,-67.662672,NA,NA,,NA,-0.093510,-0.119030
5.3,8.438112,-67.865712,NA,NA,,NA,-0.090865,-0.119018
5.304,8.404704,-68.226432,NA,NA,,NA,-0.089621,-0.117481
5.308,8.447856,-68.067072,NA,NA,,NA,-0.090528,-0.115313
5.312,8.468208,-67.687296,NA,NA,,NA,-0.093424,-0.115028
5.316,8.400240,-67.816800,NA,NA,,NA,-0.097640,-0.117419
5.32,8.338896,-68.232528,NA,NA,,NA,-0.102031,-0.121362
5.324,8.392464,-68.151312,NA,NA,,NA,-0.105039,-0.125811
5.328,8.434896,-67.758576,NA,NA,,NA,-0.105258,-0.128997
5.332,8.386224,-67.780128,NA,NA,,NA,-0.102291,-0.126001
5.336,8.319504,-68.201616,NA,NA,,NA,-0.097333,-0.114096
5.34,8.367072,-68.212416,NA,NA,,NA,-0.092773,-0.102448
5.344,8.408160,-67.837344,NA,NA,,NA,-0.090827,-0.104559
5.348,8.354544,-67.755408,NA,NA,,NA,-0.092253,-0.116568
5.352,8.295648,-68.156400,NA,NA,,NA,-0.096074,-0.119727
5.356,8.333088,-68.265168,NA,NA,,NA,-0.100318,-0.109826
5.36,8.369040,-67.933632,NA,NA,,NA,-0.103153,-0.102409
5.364,8.351328,-67.755600,NA,NA,,NA,-0.103700,-0.103759
5.368,8.311488,-68.071824,NA,NA,,NA,-0.102147,-0.103215
5.372,8.330304,-68.298336,NA,NA,,NA,-0.099370,-0.097972
5.376,8.388096,-68.001648,NA,NA,,NA,-0.097842,-0.087509
5.38,8.371824,-67.726944,NA,NA,,NA,-0.095479,-0.087235
5.384,8.274528,-68.042736,NA,NA,,NA,-0.093961,-0.082342
5.388,8.257440,-68.354544,NA,NA,,NA,-0.092999,-0.079373
